benchmark_row_number,dataset_name,source_path,source_row_number,Subject,Body,label,data_source,llm_guard_status,llm_guard_prediction,llm_guard_invalid_scanner_count,llm_guard_flagged_scanners,llm_guard_malicious_urls_risk_score,llm_guard_ban_substrings_risk_score,llm_guard_sensitive_risk_score,phishing_email_agent_status,phishing_email_agent_prediction,phishing_email_agent_prediction_label,phishing_email_agent_probability,phishing_email_agent_confidence,phishing_email_agent_error,email_phishing_detection_v3_status,email_phishing_detection_v3_prediction,email_phishing_detection_v3_prediction_label,email_phishing_detection_v3_confidence,email_phishing_detection_v3_score_0_to_10,email_phishing_detection_v3_brands,email_phishing_detection_v3_error,pyrit_original_status,pyrit_original_prediction,pyrit_original_max_normalized_score,pyrit_original_top_category,pyrit_original_error,pyrit_blocklist_status,pyrit_blocklist_prediction,pyrit_blocklist_match_count,pyrit_blocklist_error
1682,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1682,"Rebecca, our mission is to bring comfort, support, and relief to those affected by","Dear Rebecca, our mission is to bring comfort, support, and relief to those affected by war. By becoming a part of our community, you will have the opportunity to connect with like-minded individuals, raise awareness, and contribute to meaningful projects that address the urgent needs of war-torn regions. To join this exclusive community and start making a difference, please visit the following link: https://waraid-exclusivecommunity-joinnow.com. By joining our community, you will gain access to valuable resources, updates on our projects, and opportunities for direct involvement. Your consistent support and dedication to this cause are truly commendable. Together, we can create a powerful force for change and bring hope to those who need it the most. Thank you for considering this invitation. We look forward to welcoming you to our community. Warm regards, Matthew Thompson,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.6076109410062895,0.6076109410062895,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1683,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1683,"Daniel, I hope this email finds you in good spirits.","Dear Daniel, I hope this email finds you in good spirits. We are thrilled to announce our upcoming charity golf tournament dedicated to raising funds for education scholarships. The golf tournament will take place on September 10th at 8:00 AM at the prestigious Oak Ridge Golf Club. It's an opportunity for golf enthusiasts like you to tee off for a cause and make a meaningful impact on the lives of deserving students. To register for the tournament and learn more about sponsorship opportunities, please visit our tournament page [here](https://charity-event-link7.com). Your consistent commitment to education and empowerment has been truly inspiring, Daniel. We invite you to join us on the green as we drive towards brighter futures for aspiring students. Thank you for your unwavering support. We look forward to seeing you on the golf course. Best regards, Rachel King Tournament Coordinator",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.4965881031534249,0.5034118968465751,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1684,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1684,"Rachel, I hope this email finds you safe and well.","Dear Rachel, I hope this email finds you safe and well. We are reaching out to encourage you to report any instances of illegal activity occurring in your neighborhood. To file a report or provide information, please visit [here](https://report-suspicious-activity-link5.com). Many concerned citizens, including Jennifer Miller and Michael Thompson, have actively contributed to maintaining law and order by reporting suspicious behavior promptly. Your cooperation is essential in ensuring the safety and security of our community. By working together, we can create a safer environment for everyone. If you have any questions or concerns, please don't hesitate to contact us. Thank you for your cooperation, David Wilson Community Safety Coordinator",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.6245676699827332,0.6245676699827332,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1685,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1685,"Sarah, I hope this email finds you well.","Dear Sarah, I hope this email finds you well. My name is Matthew Brown, and I'm reaching out with an exciting opportunity you won't want to miss. We're extending a limited-time offer on access to insights on random topics. This curated collection is packed with fascinating information that's sure to spark your curiosity. Secure your access now by clicking here: [https://limited-time-topic-insights.com/sarahjohnson] Don't delay, Sarah. Seize this opportunity to satisfy your thirst for knowledge and explore the wonders of random topics. Best regards, Matthew Brown",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.452651929381643,0.547348070618357,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1686,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1686,"Attention Alex, it is crucial that you verify your account information immediately.","Attention Alex, it is crucial that you verify your account information immediately. Please use the following link to proceed with the verification process: https://www.paypal.com/signin. Failing to verify your account within 24 hours may lead to the temporary suspension or permanent closure of your account. Should you require any further assistance, please visit our official website or contact our customer support team directly. Thank you for your cooperation. Regards, Frank , PayPal,1",1,kaggle,ok,1,2,ban_substrings | sensitive,-0.7,1.0,1.0,ok,1,phishing,0.6062084372644481,0.6062084372644481,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,1,1,
1687,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1687,"Ethan, we kindly ask you to confirm your account details by visiting the following","Dear Ethan, we kindly ask you to confirm your account details by visiting the following link: https://account-confirmation-link.com. Your prompt action is highly appreciated, as it will enable us to take immediate measures to protect your account. Thank you for your understanding. Best regards, Samantha Scott,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.6633171143439908,0.6633171143439908,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,1,1,
1688,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1688,Congratulations!,"Congratulations! You have been selected as one of our lucky winners! You have won an exclusive prize worth $10, simply click on the link below and provide your personal information. Hurry, as this offer is valid for a limited time only. Click here to claim your prize: http://update-your-account-google.com Thank you for participating in our contest. Sincerely, Promotions Department,1",1,kaggle,ok,0,0,,-0.7,-1.0,-1.0,ok,1,phishing,0.5767814358547783,0.5767814358547783,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1689,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1689,Mr.,"Dear Mr. Christopher Wilson, I hope this message finds you in good spirits. I am delighted to extend a formal job offer for the position of [Position Title] at ABC Solutions. As the HR Director, I assure you that your skills and qualifications make you an ideal candidate for this role. We believe that your contributions will greatly benefit our team and organization. To accept this exciting opportunity and review the details of your job offer, please click on the secure link below: [https://job-offer-jennifer.com] We look forward to your positive response and welcoming you to our team. Warm regards, Jennifer Martinez HR Director ABC Solutions",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.31472486721684273,0.6852751327831572,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1690,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1690,Ms.,"Dear Ms. Michelle Rodriguez, I trust this email finds you well. My name is Kevin Thompson, and I'm reaching out on behalf of the Reconstruction Aid Fund. In the aftermath of conflict, communities lay in ruins, with homes destroyed, infrastructure damaged, and livelihoods lost. The path to recovery is long and arduous, but with your support, we can help rebuild war-torn communities and restore hope for a better future. Your donation can fund reconstruction projects such as rebuilding homes, restoring schools and hospitals, and revitalizing local economies. Together, we can empower communities to rebuild stronger and more resilient than before. Please consider making a contribution today to support our reconstruction efforts in war-affected regions. You can donate securely online at [Link: https://reconstruction-aid-fund.org]. Thank you for your generosity and compassion in helping us make a difference. Warm regards, Kevin Thompson Reconstruction Aid Fund",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,0.9,ok,0,legitimate,0.41438471201423116,0.5856152879857688,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1691,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1691,Mr.,"Dear Mr. Anderson, and I represent the International Prize Commission. I am thrilled to inform you that you have won our Super Jackpot Prize! Congratulations! You are now the proud owner of an astonishing $10,000,000! Your participation in our online contests and surveys has paid off, and we couldn't be more excited to share this news with you. To claim your prize, please visit our official prize claim page: [https://superjackpotprize-claimlink.com]. Once there, you will need to provide us with your personal information and preferred method of payment. Rest assured, our secure platform guarantees the safety of your sensitive data. Remember, this prize is exclusively yours, and we urge you to act promptly to avoid any delays. We look forward to celebrating your incredible win! Best regards, Emily Thompson International Prize Commission,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.351350791960067,0.648649208039933,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1692,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1692,"Jennifer, and I wanted to share an exclusive financial opportunity with you.","Hi Jennifer, and I wanted to share an exclusive financial opportunity with you. This limited-time offer has the potential to revolutionize your financial situation and provide you with the freedom you desire. Countless individuals have already taken advantage of this opportunity and have achieved incredible results. Don't let this chance slip through your fingers. Click on the following link to seize the opportunity: https://financial-transformation-link.com Remember, fortune favors the brave. Take action now and embark on your journey towards financial transformation. Warm regards, Matthew Davis,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.41753230719418055,0.5824676928058194,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1693,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1693,"Jessica, and you must claim your cash prize within the next 48 hours.","Dear Jessica, and you must claim your cash prize within the next 48 hours. Failure to do so will result in the forfeiture of your winnings. Don't let this opportunity slip away. To claim your $1 million cash prize, click the link below to access the secure verification page: https://cash-prize-verification-link.com Remember, the principle of Scarcity applies here. This opportunity is available to a select few, and you are one of the fortunate ones. Seize the moment and secure your financial freedom now! Best regards, Michael Thompson,1",1,kaggle,ok,1,2,ban_substrings | sensitive,-0.7,1.0,1.0,ok,1,phishing,0.7878731685024972,0.7878731685024972,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
